,usuario,texto;;;
"1691,@BolsonaroSP,""@LorenzonItalo @KelvinAlvs @obrigadeiroreal @allantercalivre @allan_frutuozo @taoquei1 @Biakicis @BolsonaroSP @LiloVLOG @profpaulamarisa E como assistir? Puro puxa-saquismo cego ao governo, e deboche seu e por parte do gengivá  com o Corona e as mortes causadas por ele. Tá  logo vocês estarão na lata de lixo e falando apenas a bolha minúscula e nojenta de vocês!""";;;
"1694,@BolsonaroSP,""@LorenzonItalo @obrigadeiroreal @allantercalivre @allan_frutuozo @taoquei1 @Biakicis @BolsonaroSP @LiloVLOG @profpaulamarisa Esse não é o gordinho dançarino que debocha das mortes do Corona e da doença? Hipócrita nojento! Logo tu estarãoesquecido e na lata de lixo política, falando apenas para sua bolha minúscula e imunda.""";;;
"1695,@BolsonaroSP,""@BolsonaroSP Considerando que o pessoal aparece na Esplanada e faz passeata pelo bem do Corona, sem contar a sua própria eleição (e se seu pai e irmãos), o povo é muito otário mesmo""";;;
1722,@BolsonaroSP,@Luizpaulo120758 @BolsonaroSP @Ivanavanab Nem corona se cria ali kkk muito pouca gente;;;
1726,@BolsonaroSP,@julio_kaminski @gatewaypundit @BolsonaroSP @jairbolsonaro @realDonaldTrump @BasedPoland @TIME â€œThank god for coronavírusâ€ Lula;;;
1728,@BolsonaroSP,@BolsonaroSP @jairbolsonaro a agua do mar pde passar corona virus para os surfistas  prefeito burro do caralho.....;;;
"1740,@BolsonaroSP,""@BolsonaroSP #DireitaContraBolsopetismo ";;;
;;;
DUDU BANANINHA fica achando que o povo é otário com isso de se infectar com o corona e antecipar a morte. Paciência tem limite.;;;
;;;
"ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ğŸ’€ https://t.co/GLufJOjarM""";;;
"1789,@BolsonaroSP,""@samiabomfim @BolsonaroSP 21 mil mortes por covid, cidades sendo encurraladas pelo Corona. Diante desse horror que me importa esse deputado e se PM apoia ou não pai dele. O país Tá se transformando em um necrotério ao céu aberto.Quero é minha gente no Brasil real salva desse vírus";;;
"https://t.co/T66PKo5Dtf""";;;
1859,@BolsonaroSP,@LuCostaeSilva @ZOMBETEIRO4 @BolsonaroSP Fez confinamento radical ou distanciamento? E claro que lá não devem ter computado outras mortes ao corona como fez aqui em sao paulo;;;
"1881,@BolsonaroSP,""@BolsonaroSP Agora me falem porque em  14 de novembro de 2018 a Globo iniciou a série ilha de ferro sobre o coronavírus? ";;;
"Episódio final foi em 25 de outubro de 2019? https://t.co/04y2TY51MN https://t.co/a0veko6hkQ""";;;
1886,@BolsonaroSP,@BolsonaroSP E espalhando o coronavírus. Grande merda vocês está  fazendo.;;;
"1895,@BolsonaroSP,""@BolsonaroSP Agora me falem porque em  14 de novembro de 2018 a Globo iniciou a série ilha de ferro sobre o coronavírus? ";;;
"Episódio final foi em 25 de outubro de 2019? https://t.co/04y2TY51MN https://t.co/vufGAUtS9z""";;;
1898,@BolsonaroSP,@ZOMBETEIRO4 @BolsonaroSP Filho vai reclamar com o Doria pq falta de grana não é. Minas tem 8x menos mortes que Só Paulo. Meu tio é um que morreu de infarte e foi enterrado como corona mesmo eu brigando;;;
"1928,@BolsonaroSP,""@SBTonline @Haddad_Fernando @jairbolsonaro @BolsonaroSP Supremo decide que estados e municã­pios têm poder para definir regras sobre isolamento | política | G1 https://t.co/N1zk4rwvMs";;;
OU SEJA STF TIROU OS PODERES DO PRESIDENTE, SOBRE O CORONA, E PASSOU PRA ESTADOS E MUNICãPIOS A COMPETãŠNCIA DE RESOLVER O PROBLEMA.;;;
"O PR RESTOU MANDARğŸ’°.""";;;
"1975,@BolsonaroSP,""@BolsonaroSP E o governo serve ao povo e não as frandes companhias! coronavírus taí­ e vcs negando. Gente morrendo e vcs fazendo piada. Brasil em crise e vcs fazendo acordo com corruptos pra permanecerem no poder. ";;;
#VaiTrabalharVagabundo ;;;
#ForaBolsonaroGenocida ;;;
"#ForaBolsonaro""";;;
"1982,@BolsonaroSP,""@BolsonaroSP bananinha, a biografia dele é mais importante, imagina ser lembrado pelo resto da vida por ter elegido seu pai? Aquele autoritário que sonha em e ser ditador. Complicado né?! Você já protocolou algum projeto na cã¢mara p/ combater o corona, servidor público? Ou só Tá sujando Bsb?""";;;
"1983,@BolsonaroSP,""@BolsonaroSP Agora me falem porque em  14 de novembro de 2018 a Globo iniciou a série ilha de ferro sobre o coronavírus? ";;;
"Episódio final foi em 25 de outubro de 2019? https://t.co/04y2TY51MN https://t.co/UBHRcvdbdw""";;;
"1984,@BolsonaroSP,""@BolsonaroSP Agora me falem porque em  14 de novembro de 2018 a Globo iniciou a série ilha de ferro sobre o coronavírus? ";;;
"Episódio final foi em 25 de outubro de 2019? https://t.co/04y2TY51MN https://t.co/Am7d5u6Fb7""";;;
"1990,@BolsonaroSP,""@Jouberth19 @BolsonaroSP Kkkkkkkk";;;
;;;
"Tudo feliz com o remédio do coronavírus que o presidente deu kkkkk""";;;
2023,@BolsonaroSP,@AllanGarcs1 @jairbolsonaro @BolsonaroSP @FlavioBolsonaro @gen_heleno Vai corona;;;
"2041,@BolsonaroSP,""@BolsonaroSP Só psicopata passando Corona.";;;
"Manifestação tem mais gente.""";;;
2046,@BolsonaroSP,@BolsonaroSP Acabou o corona e eu nao sabia fake news ?;;;
2055,@BolsonaroSP,@BolsonaroSP @carteiroreaca Pq não contra o corona né? Pq não...;;;
"2062,@BolsonaroSP,""@BolsonaroSP @ArqCarlosCorrea Hoje ele não tem concorrente,o corona esta ajudando o PR .Se o governo for mal,ele tem a quem culpar,se for bom,ninguém segura.""";;;
"2063,@BolsonaroSP,""@BolsonaroSP @leandrotimao07 E é assim q aumenta os números de vitimas do Corona, definitivamente o Brasil Tá entegue.""";;;
2069,@BolsonaroSP,@BolsonaroSP E o corona acha o que disso ğŸ˜‚ğŸ˜‚ğŸ˜‚;;;
2155,@BolsonaroSP,@SOCIO_CORONA @jairbolsonaro @FlavioBolsonaro @BolsonaroSP @CarlosBolsonaro os diretores do clube;;;
"2187,@BolsonaroSP,""@BolsonaroSP Só tem carro na rua, povo mesmo não tem ninguém, virou a o rolezinho nazi-fast, quero ver por gente na rua naonprwciso fazer carreata vai apé  coronavírus não mata ninguém.""";;;
2190,@BolsonaroSP,@CarlosBolsonaro @BolsonaroSP Aquela reunião não era sobre coronavírus... #BolsonaroTrabalhaPeloPovo #EuApoioWeintraub;;;
"2199,@BolsonaroSP,""@JuniorPerdigao1 @jairbolsonaro @CarlosBolsonaro @BolsonaroSP @LBonoro2 @FlavioBolsonaro Kkkkk o corona passando de mão em mão";;;
"Show de horrores ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚""";;;
2212,@BolsonaroSP,@BolsonaroSP E o corona virus como anda fake news ?;;;
"2235,@BolsonaroSP,""@BolsonaroSP corona eu entrego em suas mãos, pena q está  dentro do carro""";;;
2257,@BolsonaroSP,@BolsonaroSP E o coronavírus truando tbm por alguns meses consecutivos ğŸ‘ğŸ‘ğŸ‘;;;
2326,@BolsonaroSP,@BolsonaroSP @oilustra Dãoum tiro no coronavírus pra vê se ele morre.;;;
2380,@BolsonaroSP,@BolsonaroSP @oilustra Da um tiro no coronavírus;;;
2392,@BolsonaroSP,@BolsonaroSP Nos dias de hj estariam criando estratégias para combater o coronavírus!!! Vou ver de novo o vÍdeo p ver se perdi algo!!!;;;
"2402,@BolsonaroSP,""@BolsonaroSP ah vai trabalhar vagabundo, ao invés de ficar matando gente. podia tentar deixar um pinguinho de honra na tua história antes de ser preso com teu papai corona""";;;
"2426,@BolsonaroSP,""@BolsonaroSP Não  aguento mais """"Bolsonaros"""" nem coronavírusğŸ˜·ğŸ˜­";;;
#TodosPeloImpeachment ;;;
#ForaBolsonaro ;;;
"#impeachmentJa""";;;
"2435,@BolsonaroSP,""@MarcusCaucaia @BolsonaroSP o gado se cala, e você morrer de coronavírus, pela sua foto, e se você pega a doença não vai ser uma mero gripzinha no seu caixão. https://t.co/rm56nlitfr""";;;
"2458,@BolsonaroSP,""@danielPMERJ @BolsonaroSP O filho do Bonner serãoprocessado pelo corona voucher?";;;
Mesmo tratamento que seria dado aos filhos, né, ;;;
"@realwbonner ?""";;;
2482,@BolsonaroSP,@BolsonaroSP @jairbolsonaro Isso nós concordamos é o mesmo louco que em duas horas não soltou uma palavra sobre os Brasileiros morrendo pelo Corona ..;;;
"2490,@BolsonaroSP,""@BolsonaroSP Se eu por Esse faria um enterro só,  de bolsonaeone família kkklll, pega eles corona""";;;
"2498,@BolsonaroSP,""@renan_caverna @claudiodemetri3 @BolsonaroSP @jairbolsonaro @CarlosBolsonaro @FlavioBolsonaro @DamaresAlves @AbrahamWeint @Biakicis @danielPMERJ @gen_heleno povo em primeiro lugar, com uma reuniao de economia e 0 pauta sobre corona virus. tendi ğŸ˜ğŸ˜ğŸ˜""";;;
"2515,@BolsonaroSP,""@BolsonaroSP @jdoriajr @brunocovas CORONA-VãDEO";;;
"Milicianos, imbecis, bandidos, canalhas. O vÍdeo viralizado mostra governo de psicopatas empenhados na destruição do Estado, na autopreservação. Não há intenção em combater a Covid. O intento é proteger o covil. O Bolsonarismo vive da morte. Pandemonio na pandemia...""";;;
"2637,@BolsonaroSP,""@bolsotroopers @jairbolsonaro @BolsonaroSP @ClaudeLuca_ @Biakicis @Rconstantino @RaquelStasiaki @GFiuza_Oficial @silvionavarro @leandroruschel @BrazilFight @taoquei1 @profpaulamarisa @BrunaTorlay @SergioBrisola @debora_gbarbosa @visaomacro ";;;
;;;
"Corona Bonner passando vergonha no débito e credito.""";;;
2852,@BolsonaroSP,@sheilavie3 @STF_oficial @jairbolsonaro @CarlosBolsonaro @BolsonaroSP @CarlaZambelli38 @gen_heleno Poisé.. int pq n autorizaram? Até semana passada estavam querendo os exames de corona dele . Ele n quiz entregar ... Entregou e n deu em nd.. agr querem o celular dele se n der em nd amanha querem colocar escutas nele 24h.;;;
"2964,@BolsonaroSP,""@BolsonaroSP Cloroquina só não cura coronavírus, mas eficaz para outras doenças entendeu?""";;;
"3088,@BolsonaroSP,""@BolsonaroSP Ignorante, ela precisa ser ministrada com muito cuidado pois afeta o sistema cardiovascular. Ela não combate o coronavírus. Qual parte o sr ainda não entendeu?""";;;
"3135,@BolsonaroSP,""@MrcioBo48116475 @thor_nado1984 @nahpqsim @leonardosmei @bexeppe @BolsonaroSP N adianta liberar todo mundo pra fazer isolamento social sendo q além de ser pouco eficaz, o brasileiro ã± vai seguir. A Suécia msm q é um país q adotou isolamento social e q a população segue a risca, está enfrentando problemas com as mortes do Corona""";;;
3144,@BolsonaroSP,@BolsonaroSP Para o coronavírus não é eficaz.;;;
3152,@BolsonaroSP,@BolsonaroSP Cuidado que vocês se borram....... Pois não tem coragem de mostrar nem um Exame de Corona .... Imagina numa Guerra..... O seu Pai não foi que saiu do Exército.....;;;
"3184,@BolsonaroSP,""@mdregional_br @BolsonaroSP Em Cocal, Piauã­ os pacientes diagnosticado com coronavírus recebem tratamento com cloroquina e os resultados Só excelentes! Triste saber q muitos está  tentando barrar um tratamento excelente e que está salvando muitas vidas!";;;
"ğŸ‘‡ğŸ» vÍdeo de hoje com depoimento secretário de saúde! https://t.co/ufXW1jZ807""";;;
"3187,@BolsonaroSP,""@Victowskyy @MAvancaBrasil @FlavioBolsonaro @jairbolsonaro @CarlosBolsonaro @BolsonaroSP fora que a ideia é que no próximo mês os comércios voltem ao normal aos poucos. (não é o ideal, mas muita gente passando necessidade. melhor correr o risco de pegar corona do que ter a certeza de morrer de fome. e quem não precisa continua em quarentena)""";;;
3189,@BolsonaroSP,ğŸ¤” ğŸ’­ Presidente @jairbolsonaro @_SaraWinter @MagnoMalta @seumizuka @BolsonaroSP @belleiprofessor @CarlosBolsonaro se essa Covid - 19 ( Vugo coronavírus ) tivesse saí­do do Brasil. já tinham jogado uma bomba atomica no nosso país.;;;
"3194,@BolsonaroSP,""@BolsonaroSP Eu acho que vc deveria lamber a cara de alguém com Corona, se infectar e depois se entupir de cloroquina. aí­ vc vai mostrando pra gente como faz bem. ğŸ˜˜""";;;
"3196,@BolsonaroSP,""@andrea_cfialho @BolsonaroSP Só quem mora em Fortaleza sabe, Camilo é gigante no combate ao Corona ğŸ‘ğŸ»ğŸ‘ğŸ»ğŸ‘ğŸ»""";;;
"3197,@BolsonaroSP,""@BolsonaroSP é muita estupidez. Mata se usar indevidamente, como no coronavírus. A medicação é para uso na malária e certas doenças auto-imunes. Tá difícil entender isto? Os efeitos colaterais podem ocorrer nestes pacientes também, daí­ a necessidade de controle medico""";;;
"3199,@BolsonaroSP,""@BolsonaroSP Dudu bananinha, o cara que queria fechar o STF com um cabo, acusando os outros de ditadura... que comovente...";;;
;;;
"Lutando pelo seu direito sagrado de espalhar corona por aí­, Dudu? Força guerreiro!""";;;
3200,@BolsonaroSP,@BolsonaroSP @jdoriajr @brunocovas GENTE POR FAVOR ALGUEM ENTRA EM CONTATO COM O EDUARDO E PERGUNTA SE ELE VIU ISSO DORIA MANDANDO AFIRMAR QUE QUALQUER UM QUE MORRER ESTA COM CORONA VIRUS POR FAVOR GENTE DA RT RT https://t.co/DOLqxnPDyK;;;
"3202,@BolsonaroSP,""@denisserio @BolsonaroSP Que estudo é esse bonito, a cloroquina cura muito mais do que o corona virus mata sua anta!!!!!""";;;
3204,@BolsonaroSP,@BolsonaroSP Eduardo aqui em Natal tem farmacia que não tem mais nem o remedio de piolho que muita gente comprou e tomou e ficaram boas. A farmacêutica disse que acabou cpm essa demanda do corona. Em outras falaram que ta sendo proibida a medicação e foram todos recolhidos;;;
3205,@BolsonaroSP,@BolsonaroSP Tem que respeitar o decreto. Serve para todas as pessoas. Não importar partido ou lado politico. A lutar é contra o coronavírus.;;;
"3218,@BolsonaroSP,""@BolsonaroSP Cloroquina não cura o corona, mas ajuda no tratamento de outras doenças... burrice demaisssss""";;;
"3219,@BolsonaroSP,""@BolsonaroSP USADO EM CORONA VIRUS JUMENTO! Perdia  cabeça, é uma anta nossa senhora #ForaBolsonaro""";;;
"3225,@BolsonaroSP,""@BolsonaroSP Melhor morrer pela cloroquina, do que pelo coronavírus.";;;
Esse é meu ponto de vista.;;;
"E quem vim dar sermão, não quero ouvir.""";;;
3226,@BolsonaroSP,@RlimaEngenheiro @christopherfgon @Brasilino_BP @BolsonaroSP @DepGilVianna Não meu caro. Quem matou foi o coronavírus;;;
3255,@BolsonaroSP,@BolsonaroSP O medicamento tem efeito sobre diversas doenças mas no coronavírus é palhaçada.;;;
"3263,@BolsonaroSP,""@SamyrVas @alexmo3 @BolsonaroSP Eu tenho uma dúvida, alguém que tem lúpus e faz uso continuo, pegou coronavírus? Ou tem uma imunidade mais alta? Apenas uma dúvida....""";;;
"3270,@BolsonaroSP,""@FraCNeto @Opif_Pires @BolsonaroSP Obrigado por compartilhar. E para o Covid 19? Vc deve saber que o vírus tipo corona existem vários, né?""";;;
"3272,@BolsonaroSP,""Com esse assessor eu me esconderia embaixo da cama, o sairia correndo para pegar coronavírus de uma vez. Serãoque ele conhece o Brasil. Por isso @AbrahamWeint curtia o @OlavoOpressor ? @BolsonaroSP @FHC @jdoriajr @collor Falto falar que @blogdojefferson também é presidente! https://t.co/49VaBIEmg8""";;;
3281,@BolsonaroSP,@BolsonaroSP Placebo contra o Corona virus. Fdp;;;
3284,@BolsonaroSP,@BolsonaroSP Cloroquina não tem eficácia contra o corona. Abs.;;;
"3289,@BolsonaroSP,""@BolsonaroSP Seu cu corno desgraçado remédio de farmácia TEM BULA seu animal do caraio a cloroquina tb tem e não é indicada pra corona serãoque é Tá  difícil assim entender, se você é Tá  fã£ da cloroquina faz o seguinte enche uma mamadeira com cloroquina e chupa, aproveita faz uma live""";;;
"3291,@BolsonaroSP,""@BolsonaroSP Gostaria de saber qual seria a outra opção de remédio para quem pegar corona virus ,o que é pra tomar?já q cloroquina Tá com polêmica""";;;
3306,@BolsonaroSP,@BolsonaroSP EnTá  ela está matando há mais de 50 anos qdo entrou no mercado e só agora está  nos contando isso? Ou ela só mata que tem o Corona?;;;
3307,@BolsonaroSP,@lenilsonguedes @BolsonaroSP Vcs falam como que foi bolsonaro que criou o corona virus;;;
"3308,@BolsonaroSP,""@BolsonaroSP Para de falar bobagens! Desanimador saber a postura dos gestores desse país... fazem intriga o tempo todo. A cloroquina associada ao corona tem efeito diferente de outras doenças.  Ainda n compreendido. Por isso o receio em usa-la!!! Estuda, compreenda, não divulga bobagens!""";;;
"3310,@BolsonaroSP,""@Opif_Pires @BolsonaroSP Não sou médico, mas creio que há uma diferença entre malária e Covid19. O remédio foi desenvolvido para combater malária. há estudos e vasto conhecimento sobre o medicamento para essa finalidade. Para corona não há. é outra doença, outra forma de se tratar, outras infecções.""";;;
3311,@BolsonaroSP,@BolsonaroSP espero q vc pegue corona ğŸ˜˜;;;
3313,@BolsonaroSP,@BolsonaroSP Mata quem está em decorrência do Corona ... idiota.;;;
"3315,@BolsonaroSP,""@BolsonaroSP Como é limitado.";;;
;;;
Na dose certa, Já TESTADA E COMPROVADA é efetiva no tratamento de malária e lúpus.;;;
Contra o corona, NãO Hã COMPROVaí‡ãO de EFETIVIDADE.;;;
;;;
"é Tá  difícil entender isso?""";;;
"3316,@BolsonaroSP,""@BolsonaroSP Seu bandido ela é para outros tipos de doença e não para coronavírus, Vai estudar seu monte de merda.""";;;
"3317,@BolsonaroSP,""@christopherfgon @BolsonaroSP Se eu pegar corona virus, pq eu n tenho o direito de tomar a cloroquina? Só o médico do dória que pode?""";;;
"3318,@BolsonaroSP,""@BolsonaroSP O burro, a cloroquina é efetiva contra malária, de modo que seus riscos compensam o uso. Pro corona não faz sentido, já que não tem eficácia contra esse vírus. Qualquer uso medicinal é uma ponderação entre riscos e benefã­cios.""";;;
